rating,name,title,review,date,upvotes,is_certified,iD
5.0,Satrajit B.,You will be surpised,"I was initially skeptical about the size. But after a few days of use it makes complete sense. I`m not much of mobile gamer but with Snap and Amazon pretty much all your apps are there.,While the hardware lived up to all my expectations, which were pretty high considering the cost of the device, what surprised me most was the OS.  BB OS 10.3 has is really good. This is more true if you are configuring your office emails on your phone. Where i work we have pretty strict controls on office data on the phone, the blackberry OS truly makes it usable for both purposes. I used to have a 5s which i was using for similar purposes, but the restricted experience on IOS made it quite painful. And oh yes the battery is brillant, you will surely appreciate it you have multiple push mails configured. Howver it as not ass efficient as IOS in terms of battery usage to track location and if you keep the wifi on. I would say it is on par with the high end androids in terms of optimising battery usage for location and wifi,Yes, you will have to use the phone two handed for anything other than reading documents, but that is a matter of getting used to it. What you will miss is probably are google play services (though not much of an android fan myself) and itunes (if your are invested there) but after a point you really will not miss much. You have workarounds for most apps/services you require.,I personally rate it higher than the iphone 6",14 November 2014,5,,"""R1QDM4VLUK9HCL"""
1.0,satisfied,Faulty/Duplicate Charger,"My Mistake I bought it online.,I have been experiencing heating issue lately plus when I put it on charge the touch doesn't work properly and it starts hanging. I have another blackberry phone If I use the other charger it doesn't heat up and the phone works fine while charging. I believe the charger is not original that is what the issue is.,I am not new to Amazon and believe they will surely help me out with this issue.",11 October 2015,0,Verified Purchase,"""R37LUEE7A6CTE6"""
5.0,vanaja banagiri,It's a perfect phone for a professional,"It's a perfect phone for a professional. I edit on the go which saves a lot of my time. Highlights are being able to make ppt presentations and excelsheets. The only and a big hitch is BB Passport is not compatible with any of the popular apps like Uber, Ola etc which makes the phone kinda obsolete. Nevertheless, I've been a Blackberry user from the Pearl days. I'm addicted to it.",15 June 2015,0,Verified Purchase,"""R3OKN5W03MVRMG"""
3.0,Jamil patni,Three Stars,The phone is excellent but it gets heated up on the upper right side which causes battery drain.,9 November 2014,3,Verified Purchase,"""RV84TGI2Y23U5"""
5.0,Nirav Panchal,Five Stars,Good. No Complain.,5 August 2015,0,Verified Purchase,"""RTTRX7S8N0AT9"""
5.0,satbir khurana,Five Stars,Experience is good,25 July 2015,0,Verified Purchase,"""R2PBVBF4H7NRZ8"""
5.0,Aakash Bajaj``,"Apart from the fact that there's no truecaller, this ...","Apart from the fact that there's no truecaller, this phone is a real treat.,It's got massive presence!,The BB Ecosystem, in it's own can do with certain minor refurbs though. Now that officially no support is there from the company, but this if you're the kind of person who would ignore updates and really don't care about the hammering society around you ridiculing Blackberry. I had a Lenovo K900, single version of android for 2 years, and I really didn't care as long my hello replicated in another hello!",17 February 2016,0,Verified Purchase,"""R72DRTSUPS6JP"""
5.0,Jay,Like BB Passport! Love BB Passport!,"What is there not to like a blackberry passport!. This is my 4th blackberry phone and by far this is the best blackberry product I have ever had. I also have Samsung Galaxy phones and an iPhone 6.,This review comes after a year and three months of my BB Passport use....,- This phone is specifically for people looking for productivity based phones.,- For Android and iPhone users, this phone can be a disappointment because of the lack of Apps on blackberry store. Even with Amazon Appstore, the number of apps available on blackberry 10 is very limited. I just wish Blackberry releases Google Play store for BB10.,- The key pad is the best of any phone in the market. The Blackberry Hub has no equivalent across any platform.,- Its a sturdy phone. I have dropped the phone numerous times and I am always surprised to find it in one piece without even a single scratch.,- The camera is decent but it cannot be compared with iPhone 6, which definitely has better camera than Passport.,- The speakers are louder than iPhone and Android phones.,- If you are into gaming, this phone may not be to your liking!,- The square display looks a bit odd and it will take a while to get used to it. Once you use it, you will surely like it. The only awkward movement is when you watch videos or play games and that's when you really miss the rectangular screens!.,- Last but not the least, this unique looking phone draws people's attention. There are way too many iPhones and all kinds of Android mobiles in the market. Many at times, people think that BB Passport is more expensive than iPhones 6 or High-end Android phones :)",25 May 2016,0,Verified Purchase,"""R1FLJU50G3KULI"""
5.0,Amazon Customer,Five Stars,Nice experience!,15 November 2015,0,Verified Purchase,"""R201YNWX74PZXS"""
3.0,Nitin Mukhija,Three Stars,wide is too much,10 August 2015,0,Verified Purchase,"""R1CED0TVG15DXL"""
4.0,pradeep,Four Stars,good smart phone,15 June 2015,0,Verified Purchase,"""R2Q656643ZQQBA"""
5.0,RJ,Very Good Quality phone for Business,Very Good Phone,10 January 2015,0,Verified Purchase,"""R3R1JOM1MBE2FQ"""
5.0,Rajeev,Phone was really nice. I was sad for returning the phone,5 star for amazon service. Got the phone in a day. But unfortunately i have to return as there is a heating problem with the phone. Phone was really nice. I was sad for returning the phone. I researched it so much and then bought this phone. Not sure why BB has this heating problem. Will again find courage sometime in future to buy again.,30 October 2015,0,Verified Purchase,"""R11ZZ4VLFXAFPS"""
5.0,Chiranjib Bhattacharjee,"Good phone, prompt delivery by Amazon","It's a good phone. Touch is really smooth, there is no lag at all. I am also having xperia Z3C, which often shows some lag, but this phone is very prompt. Screen resolution is also very good, there is no question of any complaints. Only the phone shape is little bit awkward, requires little practice. Amazon service is also very good, in fact they delivered the product very fast.",8 March 2015,0,Verified Purchase,"""R131ZVR87N9ZK0"""
5.0,Narayan Rao,this is the best phone I have ever had,"I have been using mobiles since 1998 and was a BlackBerry user between 2001 and 2012. I used an Android for the last two years because of company policy. Now, I purchased this and have no regrets, this is the best phone I have ever had..,The only feature I miss is individual app lock. In BlackBerry 10OS, you can lock the entire device but not specific/individual apps.",24 November 2014,0,Verified Purchase,"""R1Q2IA6RJ20P19"""
5.0,E J Gnanam,The best phone,"Simply put the following features make it vastly superior to Android and iPhone,1. Physical keyboard - very responsive plus it is touch enabled, has short cuts for messaging and predicts the way you write,2. The Hub - one place for all your messaging,3. Solid build quality with a high quality screen,4. Blend software on desktop - I use exchange on multiple devices. Now it's set up only on my phone and I can access the account from multiple devices using wifi",9 November 2014,5,,"""RIDF75W39UA69"""
